Name,English,Translation,Restrictions,Comment
Preferences_switch_vs_path,Path to VS2015 (14.0),Path to VS2015 (14.0),,Path to VS2015 (14.0)
platformdevice_targetip,Target IP,Target IP,,Target IP
preferences_import_nmeta,Import nmeta file,Import nmeta file,,Import an nmeta file into the project
preferences_open_authoring,Open Authoring Editor,Open Authoring Editor,,Open the Authoring Editor
IncludedFilesPlatform_Switch,Switch,Switch,,Switch platform include name
FileFilters_NMeta,Switch nmeta file,Switch nmeta file,,Switch nmeta file filter description
FileFilters_NSP,Switch Package,Switch Package,,Switch Package file filter
App Icon,App Icon,App Icon,,App Icon settings namespace
iPad Pro,iPad Pro,iPad Pro,,iPad Pro settings namespace
Notification,Notification,Notification,,Notification settings namespace
Spotlight,Spotlight,Spotlight,,Spotlight settings namespace
Settings,Settings,Settings,,Settings settings namespace
iTunes Artwork,iTunes Artwork,iTunes Artwork,,iTunes Artwork settings namespace
ggs_icon_iphone_app_120,iPhone 60pt 2x (iOS 7+),iPhone 60pt 2x (iOS 7+),,iPhone 60pt 2x (iOS 7+)
ggs_icon_iphone_app_180,iPhone 60pt 3x (iOS 7+),iPhone 60pt 3x (iOS 7+),,iPhone 60pt 3x (iOS 7+)
ggs_icon_ipad_app_76,iPad 76pt (iOS 7+),iPad 76pt (iOS 7+),,iPad 76pt (iOS 7+)
ggs_icon_ipad_app_152,iPad 76pt 2x (iOS 7+),iPad 76pt 2x (iOS 7+),,iPad 76pt 2x (iOS 7+)
ggs_icon_ipad_pro_app_167,iPad Pro 83.5pt 2x (iOS 9+),iPad Pro 83.5pt 2x (iOS 9+),,iPad Pro 83.5pt 2x (iOS 9+)
ggs_icon_iphone_notification_40,iPhone 20pt 2x (iOS 7+),iPhone 20pt 2x (iOS 7+),,iPhone 20pt 2x (iOS 7+)
ggs_icon_iphone_notification_60,iPhone 20pt 3x (iOS 7+),iPhone 20pt 3x (iOS 7+),,iPhone 20pt 3x (iOS 7+)
ggs_icon_ipad_notification_20,iPad 20pt (iOS 7+),iPad 20pt (iOS 7+),,iPad 20pt (iOS 7+)
ggs_icon_ipad_notification_40,iPad 20pt 2x (iOS 7+),iPad 20pt 2x (iOS 7+),,iPad 20pt 2x (iOS 7+)
ggs_icon_iphone_spotlight_80,iPhone 40pt 2x (iOS 7+),iPhone 40pt 2x (iOS 7+),,iPhone 40pt 2x (iOS 7+)
ggs_icon_iphone_spotlight_120,iPhone 40pt 3x (iOS 7+),iPhone 40pt 3x (iOS 7+),,iPhone 40pt 3x (iOS 7+)
ggs_icon_ipad_spotlight_40,iPad 40pt (iOS 7+),iPad 40pt (iOS 7+),,iPad 40pt (iOS 7+)
ggs_icon_ipad_spotlight_80,iPad 40pt 2x (iOS 7+),iPad 40pt 2x (iOS 7+),,iPad 40pt 2x (iOS 7+)
ggs_icon_iphone_settings_58,iPhone 29pt 2x (iOS 5+),iPhone 29pt 2x (iOS 5+),,iPhone 29pt 2x (iOS 5+)
ggs_icon_iphone_settings_87,iPhone 29pt 3x (iOS 5+),iPhone 29pt 3x (iOS 5+),,iPhone 29pt 3x (iOS 5+)
ggs_icon_ipad_settings_29,iPad 29pt (iOS 5+),iPad 29pt (iOS 5+),,iPad 29pt (iOS 5+)
ggs_icon_ipad_settings_58,iPad 29pt 2x (iOS 5+),iPad 29pt 2x (iOS 5+),,iPad 29pt 2x (iOS 5+)
ggs_icon_itunes_artwork_1024,iTunes Artwork 1024pt,iTunes Artwork 1024pt,,iTunes Artwork 1024pt
sourcecontrolgit_auth_userpass_failed_import,No Valid User/Pass Authentication details found for {0}\nThe repository has been successfully linked and will be able to push once valid details have been entered.,No Valid User/Pass Authentication details found for {0}\nThe repository has been successfully linked and will be able to push once valid details have been entered.,,No Valid User/Pass found for repository error message
sourcecontrolgit_auth_ssh_failed_import,No Valid SSH KeyPair Authentication details found for {0}\nThe repository has been successfully linked and will be able to push once valid details have been entered.,No Valid SSH KeyPair Authentication details found for {0}\nThe repository has been successfully linked and will be able to push once valid details have been entered.,,No Valid SSH KeyPair found for repository error message
sourcecontrolgit_import_project_success,Successfully imported project,Successfully imported project,,Success message for importing a project
iosiconupdate_title,iOS Icons Require Updating,iOS Icons Require Updating,,Title for iOS Icons requiring an update
iosiconupdate_message,"Due to iOS submission requirement changes, Options > iOS > Icons image sizes are now different and your current icons need to be recreated at the correct sizes. Tools > Generate Project Images can help quickly fix this.","Due to iOS submission requirement changes, Options > iOS > Icons image sizes are now different and your current icons need to be recreated at the correct sizes. Tools > Generate Project Images can help quickly fix this.",,iOS Icon update message
preferences_patch_original_package,Original Submitted Package,Original Submitted Package,,Label for Original Submitted Package
preferences_patch_current_package,Current Package,Current Package,,Label for Current Package
preferences_patch_previous_patch,Previous Patch,Previous Patch,,Label for Previous Patch
preferences_patch_package,Patch Package,Patch Package,,Label for Patch Package
Import_BadYYP_Title,External Project File Error,External Project File Error,,The external project file has errors
Import_BadYYP_Message,The external project file cannot be read to import this resource,The external project file cannot be read to import this resource,,External project file cannot be read
ggs_xboxone_x_title_memory,Xbox One X title memory (GB),Xbox One X title memory (GB),,the xbox one option for how much memory to dedicate to this app
ggs_xboxone_x_title_memory_tooltip,The amount of memory in gigabytes to dedicate to this game on Xbox One X \nAllows games to take advantage of full xbox one x available memory or request less to improve load times,The amount of memory in gigabytes to dedicate to this game on Xbox One X \nAllows games to take advantage of full xbox one x available memory or request less to improve load times,,tooltip for xbox one x dedicated memory
ggs_xboxone_support_4k_one_x,Support 4k on Xbox One X,Support 4k on Xbox One X,,Support 4k output resolution on Xbox One X
ggs_xboxone_support_4k_one_s,Support 4k on Xbox One S,Support 4k on Xbox One S,,Support 4k output resolution on Xbox One S
preferences_generate_patch,Generate Patch,Generate Patch,,Label for generating new patch
preferences_install_patch,Install Patch,Install Patch,,Label for installing a patch
Patching,Patching,Patching,,Patching
preferences_patch_error,Patching Error,Patching Error,,Patching Error Title
preferences_patch_original_file_missing,The Original Package is missing. Please check the path.,The Original Package is missing. Please check the path.,,Missing original package file
preferences_patch_current_file_missing,The Current Package is missing. Please check the path.,The Current Package is missing. Please check the path.,,Missing current package file
preferences_patch_file_missing,The Patch file is missing. Please check the path.,The Patch file is missing. Please check the path.,,Patch file is missing.
ggs_check_publishing_errors,Check for publishing errors,Check for publishing errors,,Check package file for publishing errors
Build_Switch_NoSDK,The path for the Nintendo Switch SDK is misconfigured,The path for the Nintendo Switch SDK is misconfigured,,Path to Nintendo Switch SDK is wrong
Build_Switch_NoNMeta,No NMeta file has been found for this project. Please open the Authoring Editor to create one,No NMeta file has been found for this project. Please open the Authoring Editor to create one,,No NMeta file has been found
Build_Switch_NoNEXSDK,The path for the Nintendo Switch NEX SDK does not exist. Please ensure the NEX plugin has been correctly installed in NDI.,The path for the Nintendo Switch NEX SDK does not exist. Please ensure the NEX plugin has been correctly installed in NDI.,,No NEX SDK installed
ggs_enable_file_access_checking,Enable File Access Logging to SD Card,Enable File Access Logging to SD Card,,Enable File Access Logging to SD Card
ggs_use_nx_cpu_profiler,Enable NX CPU Profiler for YYC Builds,Enable NX CPU Profiler for YYC Builds,,Enable NX CPU Profiler for YYC Builds
Build_Switch_VM_CPU_Profiler,"The NX CPU Profiler can only be used on YYC builds. However, you may use the GMS2 Profiler on VM builds.","The NX CPU Profiler can only be used on YYC builds. However, you may use the GMS2 Profiler on VM builds.",,The NX CPU Profiler can only be used on YYC Builds
Build_Switch_Package_CPU_Profiler,The NX CPU Profiler should not be enabled for Packaged builds,The NX CPU Profiler should not be enabled for Packaged builds,,The NX CPU Profiler should not be enabled for Packaged builds
DESC_SEC_INSTALL,Install ${APP_NAME}.,Install ${APP_NAME}.,,Installer Text
DESC_SEC_SHORTCUTS,Setup Start Menu shortcuts for All Users.,Setup Start Menu shortcuts for All Users.,,Installer Text
DESC_SEC_DESKTOP_SHORTCUT,Setup Desktop shortcut for All Users.,Setup Desktop shortcut for All Users.,,Installer Text
DESC_SEC_FILE_ASSOCIATIONS,Setup file associations for Project Files (.yyp) and Compressed Project Files (.yyz).,Setup file associations for Project Files (.yyp) and Compressed Project Files (.yyz).,,Installer Text
DESC_SEC_DOTNET,Install Microsoft Dot NET 3.5sp1 and 4.5 Frameworks.,Install Microsoft Dot NET 3.5sp1 and 4.5 Frameworks.,,Installer Text
DESC_SEC_VCREDIST,Install Microsoft Visual Studio 2012 and 2015 C++ x64 runtimes.,Install Microsoft Visual Studio 2012 and 2015 C++ x64 runtimes.,,Installer Text
DESC_SEC_NGEN,Optimise the executable and add to the Global Assembly Cache.,Optimise the executable and add to the Global Assembly Cache.,,Installer Text
DESC_DESKTOPSHORTCUT,Desktop Shortcuts,Desktop Shortcuts,,Installer Tick box install menu
DESC_OPTIMISEEXE,Optimise Executable,Optimise Executable,,Installer Tick box install menu
DESC_STARTMENU,Start Menu Shortcuts,Start Menu Shortcuts,,Installer Tick box install menu
DESC_FILEASS,File associations,File associations,,Installer Tick box install menu
DESC_DOTNET_INSTALL,DotNet Install,DotNet Install,,Installer Tick box install menu
DESC_VCDIST,Visual C++ Redistributable,Visual C++ Redistributable,,Installer Tick box install menu
DESC_FINISHED_FILES,Finished files,Finished files,,Installer messages
DESC_REG_FILE_ASC,Register File Associations,Register File Associations,,Installer messages
DESC_UNINSTALL_GAC,uninstall from GAC... this may take some time,uninstall from GAC... this may take some time,,Installer messages
DESC_FINISHED,Finished,Finished,,Installer messages
DESC_RUNDOTNET35,Running Dot Net 3.5 sp1 Framework Setup...,Running Dot Net 3.5 sp1 Framework Setup...,,Installer messages
DESC_ENDDOTNET35,end .NET 3.5 sp1,end .NET 3.5 sp1,,Installer messages
DESC_RUNDOTNET45,Running Dot Net 4.5.2 Framework Setup...,Running Dot Net 4.5.2 Framework Setup...,,Installer messages
DESC_ENDDOTNET45,end .NET 4.5.2,end .NET 4.5.2,,Installer messages
DESC_VS2012x86,Running Visual Studio 2012 x86 Redistributable Setup...,Running Visual Studio 2012 x86 Redistributable Setup...,,Installer messages
DESC_VS2012x86END,end VS2012 x86,end VS2012 x86,,Installer messages
DESC_VS2012x64,Running Visual Studio 2012 x64 Redistributable Setup...,Running Visual Studio 2012 x64 Redistributable Setup...,,Installer messages
DESC_VS2012x64END,end VS2012 x64,end VS2012 x64,,Installer messages
DESC_VS2015x86,Running Visual Studio 2015 x86 Redistributable Setup...,Running Visual Studio 2015 x86 Redistributable Setup...,,Installer messages
DESC_VS2015x86END,end VS2015 x86,end VS2015 x86,,Installer messages
DESC_VS2015x64,Running Visual Studio 2015 x64 Redistributable Setup...,Running Visual Studio 2015 x64 Redistributable Setup...,,Installer messages
DESC_VS2015x64END,end VS2015 x64,end VS2015 x64,,Installer messages
DESC_OPTIMISING,Optimising executable... this may take some time,Optimising executable... this may take some time,,Installer messages
DESC_INSTBEGIN,runInstaller Begin,runInstaller Begin,,Installer messages
DESC_ALLREADYINST,${APP_NAME} is already installed. $\n$\nClick 'OK' to remove the previous version or 'Cancel' to cancel this upgrade. ,${APP_NAME} is already installed. $\n$\nClick 'OK' to remove the previous version or 'Cancel' to cancel this upgrade. ,,Installer prompt to uninstall first
DESC_ERRORSFOUND,errors found in uninstall,errors found in uninstall,,Installer - Uninstaller errors found
DESC_IDERUNNING,Check IDE still running (i.e. cancelled from Uninstall),Check IDE still running (i.e. cancelled from Uninstall),,Installer messages
DESC_IDERUNABORT,IDE still running aborting...,IDE still running aborting...,,Installer messages
DESC_UNINSTALLDONE,runUnInstaller Done,runUnInstaller Done,,Installer messages
DESC_32BITOS,"Sorry, but ${APP_NAME} is only available for 64bit Windows this is a 32bit version of Windows","Sorry, but ${APP_NAME} is only available for 64bit Windows this is a 32bit version of Windows",,Installer messages
DESC_APPRUNNING,${EXEFILENAME} is running. Please close it first,${EXEFILENAME} is running. Please close it first,,Installer messages
iOS 5/6,iOS 5/6,iOS 5/6,,iOS 5/6 heading
iOS 7,iOS 7,iOS 7,,iOS 7 heading
iOS 8,iOS 8,iOS 8,,iOS 8 heading
without status,without status,without status,,without status heading
ggs_iphone_8_55_landscape,iPhone 8 HD 5.5 Landscape,iPhone 8 HD 5.5 Landscape,,iPhone 8 HD 5.5 Landscape
ggs_iphone_8_47_portrait,iPhone 8 HD 4.7 Portrait,iPhone 8 HD 4.7 Portrait,,iPhone 8 HD 4.7 Portrait
ggs_iphone_8_55_portrait,iPhone 8 HD 5.5 Portrait,iPhone 8 HD 5.5 Portrait,,iPhone 8 HD 5.5 Portrait
ggs_iphone_7_retina4_portrait,iPhone 7 Retina4 Portrait,iPhone 7 Retina4 Portrait,,iPhone 7 Retina4 Portrait
ggs_iphone_7_2x_portrait,iPhone 7 2x Portrait,iPhone 7 2x Portrait,,iPhone 7 2x Portrait
ggs_iphone_56_retina4_portrait,iPhone 5/6 Retina4 Portrait,iPhone 5/6 Retina4 Portrait,,iPhone 5/6 Retina4 Portrait
ggs_iphone_56_2x_portrait,iPhone 5/6 2x Portrait,iPhone 5/6 2x Portrait,,iPhone 5/6 2x Portrait
ggs_iphone_56_portrait,iPhone 5/6 Portrait,iPhone 5/6 Portrait,,iPhone 5/6 Portrait
ggs_ipad_retina_7_portrait,iPad Retina iOS 7 Portrait,iPad Retina iOS 7 Portrait,,iPad Retina iOS 7 Portrait
ggs_ipad_retina_7_landscape,iPad Retina iOS 7 Landscape,iPad Retina iOS 7 Landscape,,iPad Retina iOS 7 Landscape
ggs_ipad_7_portrait,iPad iOS 7 Portrait,iPad iOS 7 Portrait,,iPad iOS 7 Portrait
ggs_ipad_7_landscape,iPad iOS 7 Landscape,iPad iOS 7 Landscape,,iPad iOS 7 Landscape
ggs_ipad_retina_56_portrait,iPad Retina iOS 5/6 Portrait,iPad Retina iOS 5/6 Portrait,,iPad Retina iOS 5/6 Portrait
ggs_ipad_retina_56_landscape,iPad Retina iOS 5/6 Landscape,iPad Retina iOS 5/6 Landscape,,iPad Retina iOS 5/6 Landscape
ggs_ipad_56_portrait,iPad iOS 5/6 Portrait,iPad iOS 5/6 Portrait,,iPad iOS 5/6 Portrait
ggs_ipad_56_landscape,iPad iOS 5/6 Landscape,iPad iOS 5/6 Landscape,,iPad iOS 5/6 Landscape
ggs_iphone_x_landscape,iPhone X/Xs Landscape,iPhone X/Xs Landscape,,iPhone X/Xs Landscape
ggs_iphone_x_portrait,iPhone X/Xs Portrait,iPhone X/Xs Portrait,,iPhone X/Xs Portrait
ggs_iphone_xr_portrait,iPhone Xr Portrait,iPhone Xr Portrait,,iPhone Xr Portrait
ggs_iphone_xr_landscape,iPhone Xr Landscape,iPhone Xr Landscape,,iPhone Xr Landscape
ggs_iphone_xs_max_portrait,iPhone Xs Max Portrait,iPhone Xs Max Portrait,,iPhone Xs Max Portrait
ggs_iphone_xs_max_landscape,iPhone Xs Max Landscape,iPhone Xs Max Landscape,,iPhone Xs Max Landscape
ggs_ipad_landscape_1024_748,iPad iOS 5/6 landscape without status,iPad iOS 5/6 landscape without status,,iPad iOS 5/6 landscape without status
ggs_ipad_portrait_768_1004,iPad iOS 5/6 portrait without status,iPad iOS 5/6 portrait without status,,iPad iOS 5/6 portrait without status
ggs_ipad_landscape_2048_1496,iPad iOS 5/6 2x landscape without status,iPad iOS 5/6 2x landscape without status,,iPad iOS 5/6 2x landscape without status
ggs_ipad_portrait_1536_2008,iPad iOS 5/6 2x portrait without status,iPad iOS 5/6 2x portrait without status,,iPad iOS 5/6 2x portrait without status
iPhone 7,iPhone 7,iPhone 7,,iPhone 7 option group subheading
iPhone 7+,iPhone 7+,iPhone 7+,,iPhone 7+ option group subheading
iPhone 8,iPhone 8,iPhone 8,,iPhone 8 option group subheading
iPhone 8+,iPhone 8+,iPhone 8+,,iPhone 8+ option group subheading
iPhone SE,iPhone SE,iPhone SE,,iPhone SE option group subheading
iPhone X,iPhone X/Xs,iPhone X/Xs,,iPhone X/Xs option group subheading
iPhone Xr,iPhone Xr,iPhone Xr,,iPhone Xr option group subheading
iPhone Xs Max,iPhone Xs Max,iPhone Xs Max,,iPhone Xs Max option group subheading
ResourceNode_Edit,Edit,Edit,,Edit resource from resource tree
ResourceNode_EditAll,Edit All,Edit All,,Edit All resource from a resource tree group
preferences_updateandroidtoolsversion,Pre-populate SDK values to chosen API Level,Pre-populate SDK values to chosen API Level,,Pre-populate SDK values to chosen API Level
preferences_android_genadaptive_icon,Generate Foregrounds From File:,Generate Foregrounds From File:,,generate adaptive icons widget foreground file label
preferences_android_genadaptive_bg,Generate Backgrounds From File:,Generate Backgrounds From File:,,generate adaptive icons widget background file label
preferences_android_genadaptive_btn,Generate,Generate,,generate adaptive icons widget icon file button
preferences_android_genadaptive_preview,Preview Adaptive Icons:,Preview Adaptive Icons:,,generate adaptive icons widget preview label
preferences_android_genadaptive_mask,Preview Icon Shape:,Preview Icon Shape:,,generate adaptive icons widget mask label
preferences_android_genadaptive_mask_caption,Select a mask..,Select a mask..,,generate adaptive icons widget mask selection default caption
preferences_android_genadaptive_mask_none,No mask,No mask,,generate adaptive icons widget mask selection no mask
preferences_android_genadaptive_mask_square,Square mask,Square mask,,generate adaptive icons widget mask selection square mask
preferences_android_genadaptive_mask_circle,Circle mask,Circle mask,,generate adaptive icons widget mask selection circle mask
preferences_android_genadaptive_mask_roundedsquare,Rounded square mask,Rounded square mask,,generate adaptive icons widget mask selection rounded square mask
preferences_android_genadaptive_mask_squircle,Squircle mask,Squircle mask,,generate adaptive icons widget mask selection squircle mask
preferences_android_genadaptive_mask_teardrop,Teardrop mask,Teardrop mask,,generate adaptive icons widget mask selection teardrop mask
ProgressBar_DownloadManual,Downloading Manual,Downloading Manual,MAX of 18 characters,Progress bar info
Manual_Language_Selection,Manual Language,Manual Language,,Manual Language Selection label
LocalisedManual_NotInstalled,Would you like to download this manual?,Would you like to download this manual?,,Localised manual not installed text
LocalisedManual_NotInstalledTitle,Localised manual not installed,Localised manual not installed,,Localised manual not installed title
LocalisedManual_NotLocalisedTitle,Manual not localised,Manual not localised,,Manual no localised title
LocalisedManual_NotLocalised,The manual is not currently localised for this language,The manual is not currently localised for this language,,Manual not localised message
LocalisedManual_DownloadFailedTitle,Manual download failed,Manual download failed,,The download of the manual failed
LocalisedManual_DownloadFailed,An error occurred while trying to download the manual,An error occurred while trying to download the manual,,Error while downloading the manual
RuntimeDownload_FailedTitle,Runtime install incomplete,Runtime install incomplete,,Runtime download failed title
RuntimeDownload_Failed,The selected runtime could not fully install,The selected runtime could not fully install,,Runtime download failed message
sourcecontrolgit_noauthfound,No User/Pass authentication details found for {0},No User/Pass authentication details found for {0},,No User/Pass authentication details found for the given url
sourcecontrolgit_nosshfound,No SSH Keypair authentication details found for {0},No SSH Keypair authentication details found for {0},,No SSH authentication details found for the given url
sourcecontrolgit_projecthasrepository,Project already has repository!,Project already has repository!,,This project already has a repository
sourcecontrolgit_creatingrepo,Creating Repository at {0},Creating Repository at {0},,Creating repository at the given url
sourcecontrolgit_importingrepo,Importing Project to {0},Importing Project to {0},,Importing project to the given url
sourcecontrolgit_nocommitsinrepoonpull,There are no commits to pull. Please commit and push first,There are no commits to pull. Please commit and push first,,There are no commits when trying to pull
sourcecontrolgit_pull_uptodate,Up to date,Up to date,,Repostory is up to date
sourcecontrolgit_pull_complete,Pull Complete,Pull Complete,,Pull Competed
sourcecontrolgit_nothingtopush,There are no commits to push,There are no commits to push,,There are no commits to push
sourcecontrolgit_push_complete,Push Complete,Push Complete,,Push Completed
keystore_alias_password,Alias Password,Alias Password,,Alias Password Label
ConfigurationProblem_MacDevice,Configuration Problem : No Mac device found. Check your target settings.,Configuration Problem : No Mac device found. Check your target settings.,,Configuration Problem : No Mac device found. Check your target settings.
ConfigurationProblem_MacID,Configuration Problem : Game Options - Mac / General / App Id is not set.,Configuration Problem : Game Options - Mac / General / App Id is not set.,,Configuration problem when no mac app id set
ConfigurationProblem_MacAppOutput,Configuration Problem : Game Options - Mac / General / App Output is not set.,Configuration Problem : Game Options - Mac / General / App Output is not set.,,Configuration Problem : Game Options - Mac / General / App Output is not set.
ConfigurationProblem_MacSteamworksSDK,Configuration Problem : Steamworks SDK install not found. Check your Preferences.,Configuration Problem : Steamworks SDK install not found. Check your Preferences.,,Configuration Problem : Steamworks SDK install not found. Check your Preferences.
ConfigurationProblem_MacAppStoreSteam,Configuration Problem : Cannot build for Mac App Store and Steam at the same time.,Configuration Problem : Cannot build for Mac App Store and Steam at the same time.,,Configuration Problem : Cannot build for Mac App Store and Steam at the same time.
ConfigurationProblem_MacSteamIDMissing,Configuration Problem : Mac Build for Steam selected but Steam App Id is not set.,Configuration Problem : Mac Build for Steam selected but Steam App Id is not set.,,Configuration Problem : Mac Build for Steam selected but Steam App Id is not set.
ConfigurationProblem_MacSteamIDInvalid,Configuration Problem : Mac Build for Steam has invalid Steam App Id.,Configuration Problem : Mac Build for Steam has invalid Steam App Id.,,Configuration Problem : Mac Build for Steam has invalid Steam App Id.
ConfigurationProblem_iOSInstallPath,Configuration Problem : iOS install path not set. Check your Preferences.,Configuration Problem : iOS install path not set. Check your Preferences.,,Configuration Problem : iOS install path not set. Check your Preferences.
ConfigurationProblem_iOSDevice,Configuration Problem : No iOS device found. Check your target settings.,Configuration Problem : No iOS device found. Check your target settings.,,Configuration Problem : No iOS device found. Check your target settings.
ConfigurationProblem_LinuxDevice,Configuration Problem : No Linux device found. Check your target settings.,Configuration Problem : No Linux device found. Check your target settings.,,Configuration Problem : No Linux device found. Check your target settings.
ConfigurationProblem_LinuxSteamsworksSDK,Configuration Problem : Steamworks SDK install not found. Check your Preferences.,Configuration Problem : Steamworks SDK install not found. Check your Preferences.,,Configuration Problem : Steamworks SDK install not found. Check your Preferences.
ConfigurationProblem_LinuxSteamIDMissing,Configuration Problem : Linux Build for Steam selected but Steam App Id is not set.,Configuration Problem : Linux Build for Steam selected but Steam App Id is not set.,,Configuration Problem : Linux Build for Steam selected but Steam App Id is not set.
ConfigurationProblem_LinuxSteamIDInvalid,Configuration Problem : Linux Build for Steam has invalid Steam App Id.,Configuration Problem : Linux Build for Steam has invalid Steam App Id.,,Configuration Problem : Linux Build for Steam has invalid Steam App Id.
ConfigurationProblem_LinuxIcon,Configuration Problem : Icon file is not a valid PNG format image.,Configuration Problem : Icon file is not a valid PNG format image.,,Configuration Problem : Linux icon file invalid
ConfigurationProblem_WindowsPackageName,Configuration Problem : Windows Package requires a valid Display Name.,Configuration Problem : Windows Package requires a valid Display Name.,,Configuration Problem : Windows Package requires a valid Display Name.
ConfigurationProblem_WindowsExeName,Configuration Problem : Windows Package requires a valid Executable Name.,Configuration Problem : Windows Package requires a valid Executable Name.,,Configuration Problem : Windows Package requires a valid Executable Name.
ConfigurationProblem_WindowsIcon,Configuration Problem : Icon file is not a valid '.ico' format image.,Configuration Problem : Icon file is not a valid '.ico' format image.,,Configuration Problem : Icon file is not a valid '.ico' format image.
ConfigurationProblem_WindowsVSPath,Configuration Problem : Windows Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.,Configuration Problem : Windows Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.,,Configuration Problem : Windows Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.
ConfigurationProblem_WindowsSteamworksSDK,Configuration Problem : Steamworks SDK install not found. Check your Preferences.,Configuration Problem : Steamworks SDK install not found. Check your Preferences.,,Configuration Problem : Steamworks SDK install not found. check your Preferences.
ConfigurationProblem_WindowsSteamIDMissing,Configuration Problem : Windows Build for Steam selected but Steam App Id is not set.,Configuration Problem : Windows Build for Steam selected but Steam App Id is not set.,,Configuration Problem : Windows Build for Steam selected but Steam App Id is not set.
ConfigurationProblem_WindowsSteamIDInvalid,Configuration Problem : Windows Build for Steam has invalid Steam App Id.,Configuration Problem : Windows Build for Steam has invalid Steam App Id.,,Configuration Problem : Windows Build for Steam has invalid Steam App Id.
ConfigurationProblem_PS4SDK,Configuration Problem : PS4 SDK not found. Check your Preferences.,Configuration Problem : PS4 SDK not found. Check your Preferences.,,Configuration Problem : PS4 SDK not found. Check your Preferences.
ConfigurationProblem_PS4Tools,Configuration Problem : PS4 Tools directory not found. Check your Preferences.,Configuration Problem : PS4 Tools directory not found. Check your Preferences.,,Configuration Problem : PS4 Tools directory not found. Check your Preferences.
ConfigurationProblem_PS4VSPath,Configuration Problem : PS4 Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.,Configuration Problem : PS4 Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.,,Configuration Problem : PS4 Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.
ConfigurationProblem_tvOSDevice,Configuration Problem : No tvOS device found. Check your target settings.,Configuration Problem : No tvOS device found. Check your target settings.,,Configuration Problem : No tvOS device found. Check your target settings.
ConfigurationProblem_tvOSPath,Configuration Problem : tvOS install path not set. Check your Preferences.,Configuration Problem : tvOS install path not set. Check your Preferences.,,Configuration Problem : tvOS install path not set. Check your Preferences.
ConfigurationProblem_WindowsUWPDevice,Configuration Problem : No Windows UWP device found. Check your target settings.,Configuration Problem : No Windows UWP device found. Check your target settings.,,Configuration Problem : No Windows UWP device found. Check your target settings.
ConfigurationProblem_WindowsUWPSDK,Configuration Problem : Windows 10 SDK not found at path given in Windows UWP Preferences.,Configuration Problem : Windows 10 SDK not found at path given in Windows UWP Preferences.,,Configuration Problem : Windows 10 SDK not found at path given in Windows UWP Preferences.
ConfigurationProblem_WindowsUWPVSPath,Configuration Problem : Windows UWP Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.,Configuration Problem : Windows UWP Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.,,Configuration Problem : Windows UWP Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.
ConfigurationProblem_WindowsUWPMinVersion,Configuration Problem : Windows Target Platform Minimum Version has not been filled out.,Configuration Problem : Windows Target Platform Minimum Version has not been filled out.,,Configuration Problem : Windows Target Platform Minimum Version has not been filled out.
ConfigurationProblem_WindowsUWPPlatformVersion,Configuration Problem : Windows Target Platform Version has not been filled out.,Configuration Problem : Windows Target Platform Version has not been filled out.,,Configuration Problem : Windows Target Platform Version has not been filled out.
ConfigurationProblem_XboxOneTools,Configuration Problem : Xbox One Tools Directory not found. Check your Preferences.,Configuration Problem : Xbox One Tools Directory not found. Check your Preferences.,,Configuration Problem : Xbox One Tools Directory not found. Check your Preferences.
ConfigurationProblem_XboxOneSDK,Configuration Problem : Xbox One SDK Directory not found. Check your Preferences.,Configuration Problem : Xbox One SDK Directory not found. Check your Preferences.,,Configuration Problem : Xbox One SDK Directory not found. Check your Preferences.
ConfigurationProblem_XboxOneSDKVersion,Configuration Problem : Xbox One SDK Version does not match {0}. Check your Preferences.,Configuration Problem : Xbox One SDK Version does not match {0}. Check your Preferences.,,Configuration Problem : Xbox One SDK Version does not match
ConfigurationProblem_XboxOneSDKDir,Configuration Problem : Microsoft Xbox One Directory not found. Check your Preferences.,Configuration Problem : Microsoft Xbox One Directory not found. Check your Preferences.,,Configuration Problem : Microsoft Xbox One Directory not found. Check your Preferences.
ConfigurationProblem_XboxOneVSPath,Configuration Problem : Xbox One Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.,Configuration Problem : Xbox One Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.,,Configuration Problem : Xbox One Visual Studio Path needs to be set to point to Visual Studio (.bat) batch file.
Provisioning,Provisioning,Provisioning,DO NOT TRANSLATE,tvOS provisioning preference group subheading
Base_Unit_Memory,PS4 Base Memory,PS4 Base Memory,,title for options related to memory pool sizes
Neo_Memory,PS4 Pro Memory,PS4 Pro Memory,,title for options related to memory pool sizes
ggs_onion,CPU/GPU 'onion' memory pool size (MB),CPU/GPU 'onion' memory pool size (MB),DO NOT TRANSLATE onion, memory pool size for 'onion' memory
